No.,Review Title,Review Text,Star Rating,Date,Author,Location
185,it’s Simple,It’s a simple easy process,5,2024-12-10,June,US
186,Problem checking out and maintaining sale prices,"Great sale! When I went to check out, however, PayPal changed the price to ten or fifteen dollars more and the price was both MORE and DIFFERENT each time I went to PayPal! Having a chat line was helpful, however, the chat box covered the payment info. page, so I was unable to do what the chat agent said. Finally, I skipped PayPal and just entered my credit card info. That worked. So, there were some snafus and maybe you can make this better.",4,2024-12-09,Gary Griffith,US
187,You are fantastic,You are fantastic,5,2024-12-10,Siegfried Kern,US
188,Good deals on products,Good deals on products,5,2024-12-09,Madison Newsome,US
189,Swanson's software makes navigation…,"Swanson's software makes navigation and selection smooth and easy. Very good product information. Also, I can trust their products.",5,2024-12-09,Mary Gerecke customer,US
190,nice website,"nice website, however did not display all the productsI want.",4,2024-12-10,Jae A,US
191,I like the range of supplements I can…,I like the range of supplements I can order from Swanson's Vitamins. I like the discounts that they give to customers.,5,2024-12-09,Deb,US
192,The 30% discount didn’t show up at…,The 30% discount didn’t show up at first and I couldn’t get rid of the old box address,3,2024-12-09,Terri Rudy,US
193,Steel Oats,This is my first time ordering from your company. I guess it was fairly easy.,4,2024-12-09,Sandra,US
194,I initially tried to order on my phone…,"I initially tried to order on my phone and it would freeze up when trying to place the order. I called a rep and he offered to take my order over the phone but said I wouldn't receive points on my account. So I decided to try ordering on my computer. It was frustrating too because any time I typed in my exact item it came up with ZERO ability to add it to my cart. To get around that I had to choose something similar and when it offered it as a ""you may also like"" item I could click on that because it had a ""add to the cart"" box.
It took me 2 hours to complete this small order. I have better things to be doing..... This should be easy.",1,2024-12-08,painful,US
195,Good,Ease of finding what I was looking for.,5,2024-12-08,Guadalupe Garcia,US
196,Simple easy site to navigate,"Simple easy site to navigate, and smooth checkout. I'm a repeat customer. Prices are just as good as the other larger companies.",5,2024-12-09,Mark Nowak,US
197,Site wasn't user friendly...,"It was very difficult to order the vitamins. I tried 2x going through, trying to sign up so I can recieve rewards. It kept saying oops, can't go through, call this number...... Couldn't even just order the merch.
Then this evening when I went to try to create an account, it said it was already existing. Then I couldn't use the info I used last night when I tried to make an account. It said doesn't exist. It would have been nice to get rewards since the shipping is more than what I'm paying for the product.",3,2024-12-08,Terri,US
198,I have ordered many times from Swansons…,I have ordered many times from Swansons and appreciate their quick delivery and the great sales that they have.,5,2024-09-23,Glenda Olson,US
199,Swanson has great deals,Swanson has great deals and very seldom runs out of product. Other companies I've done business with run out of product often.,5,2024-12-01,boarder,US
200,Great selection and quality,Great selection and quality. 30% off entire order is a great incentive and comes in handy and as a reminder for keeping up on my supplement needs.,5,2024-12-04,Robert Barnett,US
201,Easy website,Easy website. I liked the email reminder to refill.,5,2024-12-09,Lorraine Schwartz,US
202,no BS,"no BS
no unwanted ads, pop-ups, banners, alerts, notices, etc
just easy to search / navigate website, thorough descriptions of products, and simple checkout
and top quality supplements etc",5,2024-12-09,john t,US
203,It was extremely difficult to find…,It was extremely difficult to find where to enter log in info and then to locate my favorite list.,3,2024-12-09,Joan,US
204,Was charge $0.30 extra on my order for being a veteran,"When checking out, I applied for my military discount through IDme and the price went up $0.30. You charged me $0.30 for being a veteran.",1,2024-12-09,Mitch,US
205,Top notch quality and performance,Top notch quality and performance . Checkout is always quick and efficient.,5,2024-12-09,michelle neil,US
206,Website is buggy.,"Website is buggy.
Cannot determine what cost is before submitting order.
Discount offers are not easily understood.
Takes twice as long to place an order, at unknown final cost, AS DOES YOUR COMPETITOR, Vitacost. Makes it much easier to order from them.",3,2024-12-09,Dan Meyer,US
207,Takes too long and too involed,Takes too long and too involed. Just give me best price and stop the games.,2,2024-12-09,David Morrill,US
208,You had everything,"You had everything, I needed, moist of all I was able to get a fair discount.",5,2024-12-09,Richard Fuller,US
209,Have been ordering from Swanson for…,Have been ordering from Swanson for years & have always had a Great experience!,5,2024-12-09,Mike,US
210,The probiotic and vegan protein powder…,The probiotic and vegan protein powder have been. working great for my husband and me. He is 93 and I am 84.,5,2024-12-09,Laura L. Lee,US
211,can't tell if this item I ordered is in…,"can't tell if this item I ordered is in stock or not...your page says it will ship...""when in stock..."" What does that mean please? am I getting this soon or not?",1,2024-12-09,Lorraine,US
212,Ease of finding products,I like the ease of finding the products I need using the search option.,5,2024-12-09,SUZANNE SOUSAN,US
213,Pensioner,"I've been buying my supplements here for a long time, they're good and fit my wallet. Thank you!",5,2024-12-09,Grazyna Goldschmidt,US
214,Your customer service does not listen…,Your customer service does not listen to what I'm saying and this is the third time what I requested help on was done wrong. I had 3 strokes in 2007 and have double vision. I will no longer depend on your customer service agents and will have friends come over to read for and make I did what I wanted correctly.,2,2024-12-09,Cedrick Ikehara,US
215,"web site dropped my order several times,","web site dropped my order several times,",3,2024-12-09,Nelson Monroy,US
216,I elected to use a $5 reward but then…,I elected to use a $5 reward but then the form for the credit card did not load -- when I reloaded to put the card it - the $5 reward was not there and the points were gone. So it seems as though I lost out all around,3,2024-12-09,Arlene Erickson,US
217,Swansons Vitamins saved my life,Swansons Vitamins has tons of varieties to choose from and is the best and cheapest herbal supplement store I know of. I know because have been shopping here for over a decade! Thank you,5,2024-12-09,JAI,US
218,It's easy to order with Swanson and…,It's easy to order with Swanson and besides the great prices you get reward points for even more savings!!,5,2024-12-09,William Odum,US
219,Very fast and very simple to place my…,Very fast and very simple to place my order.,5,2024-12-09,Jeannette,US
220,Furstated,The only thing I get upset with is the fact that I haven’t been able to get my muscle comfort for over a year. It works better than any pills the doctor has prescribed for me. That’s the only complaint I have. I’ve been a customer for about 10 years so you can tell I’m satisfied overall with the service I’ve received.,3,2024-12-09,Suzanne Hultgren,US
221,false advertising,"I put down that I wanted, a choice given, -$10, FOR REWARD POINTS. It took it off, my choices when I went back to see why it wasn't deducted...It wasn't there.
NO DIFFERENCE ON THE CHARGE TOTAL OF MY ORDER with my -$10 rewards!",3,2024-12-09,Brenda,US
222,Prices are good,Prices are good. Checking out was confusing. Thank you so much for carrying ferrous gluconate (ferrous sulfate doesn't help me).,4,2024-12-09,Kimberly Norton,US
223,Found it all,"You had everything I was looking for as always. I have been a happy customer for years now, thanks for being here.",5,2024-12-09,michael bekkela,US
224,I loved that 30% lasted as long as it did…,I loved that 30% lasted as long as it did as I usually forget something and then it's gone.,5,2024-12-09,tara rae,US
225,The website kept jumping around,The website kept jumping around. Not user friendly.,2,2024-12-09,Laura VonDrehle,US
226,-The site kept resetting the “Easy…,"-The site kept resetting the “Easy Refill” setting I selected for the items in my cart.
-The total amount I was charged is completely different from the total I review prior to selecting the “place order” button.",1,2024-12-09,LoveeMarie,US
227,Liked Order went right through.,Order went right through.,5,2024-12-09,Veronica,US
228,Item removed from cart with no…,Item removed from cart with no explanation. Apple cider vinegar was removed with no reason given.,1,2024-12-09,Peter Genova,US
229,Able to review previous purchases,Able to review previous purchases. Really wish you would stop waste and QUIT sending paper catalogues. They go unopened into recycle bin.,4,2024-12-09,Suzanne MacKay,US
230,Swanson is one of my favorite places to shop:),"I’ve only recently started shopping Swanson and couldn’t be happier. My only regret is that I didn’t know about them sooner!
I love that they carry items that conventional markets don’t. If I need to find an item that is organic, natural without added chemicals I know they will carry it. And usually I can have my order shipped free, which is a great bonus!!!
G.Swann",5,2024-12-09,Gina,US
231,his website continually gives me…,"This website continually gives me trouble checking out. The donation to best friends processed, but not my swanson order. I'm supposed to stay logged in, but it still asked me for it. That's why I don't order from you anymore",1,2024-12-09,Charlotte Wilson,US
232,always easy to order from this site,always easy to order from this site. The products are quality as well.,5,2024-12-09,Shari Fortino,US
233,Great prices and membership,Great experience easy to order and the price is 👍 right,5,2024-12-09,Dawn Middlestead,US
234,I love Swanson products and I like a…,I love Swanson products and I like a lot the quality and the price for my health as nf my family. Thanks a lot for you wonderful company.,5,2024-12-09,Teodora Garcia,US
235,Just love what you offer,Just love what you offer. Thanks,5,2024-12-09,Joleen Hiltner,US
236,Website easy to use,"Website easy to use, improved. Like the different shipping options. Only reason for not giving 5 stars is some of the food and snack items are missing from inventory.",4,2024-12-09,J Heiser,US
237,easy to find,"easy to find , easy to order prices good",5,2024-12-09,Rick Lewis,US
238,Flawless order,All worked as it should.,5,2024-12-09,veli kara,US
239,Found everything easy,"Found everything easy, quick and easy checkout!",5,2024-12-09,Mark Cancilla,US
240,I would have given you 5 stars except…,"I would have given you 5 stars except there was this offer at the end for $10 back on purchase. I started filling it out and it started feeling like a scam. Do please look into it.
I keep trusting the added stuff on online stores. I won’t forget after this.",3,2024-12-09,Provensen,US
241,Magnisium & milk thistle,very quick and easy to place order.,5,2024-12-09,Clarence Johnson,US
242,It’s easier to shop this site than…,It’s easier to shop this site than other sites,5,2024-12-09,Lucy Fulton,US
243,Great online experience 👍,"Easy to use website, great promotions, reasonable prices on qualitative products. You can find all new supplements here!👍",5,2024-12-09,Iryna,US
244,Seriously you will be more than satisfied with Swansons!,I have been ordering from Swanson Vitamins for years! I have NEVER been disappointed with the products or the speed of delivery. I love that Swansons has a varied selection of products. It always amazes me the wide variety and top quality of products that Swansons has for sale.,5,2024-12-09,Lorraine,US
245,Great products plus,"Great products, GREAT service - Thank you",4,2024-12-09,Robert,US
246,I buy various items from swanson and…,I buy various items from swanson and enjoy they get mailed quickly and the prices are very reasonable. My latest is the citi coline I have been taking..they are doing the job...I have had an amyloid brain bleed making my short term memory fade. since taking it for the last few months has help immensely for me. I am 71 years and have noticed a better change even tho some things are just only age related such as walking into a room and forgetting what I went in there for. However it is less frequent with the citi coline.,5,2024-11-01,mindy,US
247,Swanson does NOT accept Paypal! :(,Swanson does not accept Paypal!,1,2024-12-08,Sandra,US
248,Always have a great experience with…,Always have a great experience with Swanson's! Very easy to do business with!,5,2024-12-08,Gary,US
249,Everything was fine except the flaxseed…,Everything was fine except the flaxseed softgel size isn't indicated on label or website so the guide wasn't helpful. Why not simply include the dimensions of each product in inches on the label? Doing so would be extremely helpful. I'm a senior and pill size is vitally important info.,4,2024-12-08,Gregory Nelson,US
250,If you advertise 40 percent off site…,If you advertise 40 percent off site wide than that's what it should be. Not a lie hidden in the fine print. Just like an American business,1,2024-12-08,MARK ZACHARY,US
251,Got a discount (“reward”) I wasn’t expecting,Got a discount (“reward”) I wasn’t expecting. Website as always was easy to navigate.,5,2024-12-08,cate from maryland,US
252,Healthy Ingredients,"Great prices, found everything I wanted to buy, fast delivery service for a small fee!",5,2024-12-08,Rhoda Zupon,US
253,Very good Christmas sale prices on my order,Very good Christmas sale prices on my two items plus a surprise free gift. These are two items that I regularly order and like: Phosphatidylserine and Vitamin E. Both are effective for my husband and me. Thank you Swanson for your high quality items that are sometimes hard to find anywhere else. Orders are filled and shipped quickly.,5,2024-12-08,Mavis Munn,US
254,Quick easy reliable,Quick easy reliable,5,2024-12-08,Sherril Burger,US
255,Great product,"Great product, price's",5,2024-12-08,Susan Kalogirou,US
256,The ease of checking on products &…,The ease of checking on products & availablity of what I need.,5,2024-12-08,Valerie Ammon,US
257,GREAT PRICES AND FAST DELIVERY I like…,GREAT PRICES AND FAST DELIVERY I like the experience with your company,5,2024-12-08,SERGIO A ORTIZ JR,US
258,Great prices,Great prices. Far better than anywhere else.,5,2024-12-08,S Jon Weston,US
259,Good prices and availability of…,"Good prices and availability of products I need. Website was a little boggy the last time I ordered, but it cruised right on through without a problem this time. Cudos to the IT folks!!",5,2024-12-08,James B,US
260,health,how easy it was to place order,5,2024-12-08,Jeffery Carroll,US
261,The order arrived yesterday,"The order arrived yesterday, it was not the order I sent in. Will have to contact support and have it made right!",4,2024-11-30,J B M,US
262,The ease of the overall process,"The ease of the overall process, the selections of products and the discounts available.",5,2024-12-08,Michael Ramel,US
263,Everything was fine,Everything was fine. It went a lot faster than on another site. Thank you ! Linda,1,2024-12-08,Customer,US
264,You should have free shipping all the…,You should have free shipping all the time,3,2024-12-08,Francis Hernandez,US
265,I entered a code ICY40 to get a…,"I entered a code ICY40 to get a 40%discount, but I didn't get it. Your advertising seems fraudulent.",2,2024-12-08,Steve Chancey,US
266,Did not get free shipping as advertised,Did not get free shipping as advertised,3,2024-12-08,Mary Loesch,US
267,I don’t understand why I cannot reorder…,"I don’t understand why I cannot reorder green tea extract ? I’ve been ordering it for years, and it shows availability on the sight. ????",1,2024-12-08,Phyllis,US
268,Easy to find products,"Easy to find products, and checkout was a breeze.",5,2024-12-08,Rh,US
269,Easy to find items,Easy to Shop,5,2024-12-08,David Hippensteel,US
270,Savings o a great product,"I have in past order this product, realizing that I was running out, I decided to
Reorder and sm pleased to find a good
Sale. Thank you",5,2024-12-08,Cynthia Huber,US
271,I tried to type in the code for 40% off…,"I tried to type in the code for 40% off and I could get it at the end below the subtotal and approximate, but it never showed that it was being applied to the final total amount. I do not want to purchase this item unless it qualifies for the promotion of 40% off.",1,2024-12-08,Eunice Pace,US
272,once again Swanson removed items from…,once again Swanson removed items from my cart because of stupid California laws which are easily bypassed with a simple disclosure statement. It's okay. I can order the same items at Vitacost without an issue.,3,2024-12-08,David Altman,US
273,The products I need are always…A RETURNING CUSTOMER,The products I need are always available.,4,2024-12-08,Diane,US
274,Easy to find items and great options to…,Easy to find items and great options to EZ fill refills and $0% off!,5,2024-12-08,Tom,US
275,"easy to use tech, everytime","I never have to over do my brain cells when working with Swanson Vitamins. The site is intuitive and working the pages is easy as pie. I have used other vitamin companies but I find myself using Swanson more and more. I click on the site, find my vitamins, checkout....just like that. I don't have to join a club, have a rewards card....I am a full-price payer....just let me get in and out quickly. Thanks Swanson. Bob in Ohio",5,2024-11-08,Robert M Leone,US
276,Swanson's will not ship a product to California prop65,"You will not ship a product to California due to your misunderstanding of Prop 65. We have those stupid warnings outside of EVERY store and and on EVERY gasoline pump and just about EVERY food product sold in California. You are simply required to warn about about possible harm to your general health and reproductive health and prop 65 is satisfied. Even McDonald's has that stupid prop 65 warning on their entrances, menu and french fries! LMAO!",1,2024-12-07,"J.Carson,Anaheim Commiefornia",US
277,You have what I need at reasonable…,You have what I need at reasonable prices!!! Thank You Jackie Jones,5,2024-12-07,Jackie Jones,US
278,Easy to find products,"Easy to find products, clear descriptions of products, easy checkout. Thank you!",5,2024-12-07,Anne Simon,US
279,My last easy refill was short at least…,My last easy refill was short at least one item,4,2024-12-07,William Neurauter,US
280,Product search was great,"Product search was fast, prices inexpensive, multiple options for S & H.",4,2024-12-07,SCOT,US
281,I DID NOT GET THE ADVERTIZED DISCOUNT,I DID NOT GET THE ADVERTIZED DISCOUNT. YOUR PROGRAM DETAILS ARE CONFUSING AND NOT STRAIGHT FORWARD.,2,2024-12-07,ROBERT WIMMER,US
282,I feel good about ordering their…,"I feel good about ordering their house-branded vitamins and probiotics. I believe I can trust their North Dakota manufactured ingredients to be what's stated on the bottle, unlike many ""high-end"" supplement sellers whose address is little more than a PO box. I also trust that they've vetted the quality of the other brands that they sell, and I have had friendly, helpful responses from customer service.
(I do wish they would offer a NVP-1704 probiotic supplement, since I would know I could trust that, too)",5,2024-12-06,LC,US
283,I HAVE USED THIS SITE AND SWANSON…,I HAVE USED THIS SITE AND SWANSON PRODUCTS MANY TIMES AND NEVER HAD A PROBLEM. O,5,2024-12-07,Oo,US
284,I entered a Promo Code for 40% off but…,I entered a Promo Code for 40% off but it didn't give me any discount. When I tried to chat with help It was just an AI bot that kept saying the same thing over and over and wouldn't answer any questions or help in any way.,2,2024-12-07,James Allen,US
285,Swanson vitamins/health products,"Always on point, start to finish. Out of stock situations are very infrequent. Customer service issues handled professionally.",5,2024-12-07,Shawn Harkins,US
286,I have you downloaded to my phone where…,I have you downloaded to my phone where it helps on making orders,5,2024-12-07,Anna Pulliam,US
287,The Swanson website is easy to navigate…,The Swanson website is easy to navigate and the savings are spectacular.,5,2024-12-07,trudy lee,US
288,Always get a very good deal no matter…,Always get a very good deal no matter what time of year and high quality supplements. I highly recommend.,5,2024-12-07,Liam,US
289,Had a hard time getting in to site,"Had a hard time getting in to site. Apple password problem. Eventually it worked. Needed b vitamins. Thought I still had another bottle, but no I didn’t.",5,2024-12-07,Rosalyn Zografos,US
290,Easy to navigate the site,"Easy to navigate the site, clear ordering, shipping & payment processes. Lots of products to offer, with sales & discounts.",5,2024-12-07,SuzyL,US
291,Love Swanson,Love Swanson. Best price and best products. My mother in law turned me on to Swanson many years ago. I buy local discounts sometimes but always come back to Swanson for majority of my purchases.,5,2024-12-07,Ds,US
292,Love that you have the extra protection…,Love that you have the extra protection for your credit and make sure the person that charging is that person five stars for that?,5,2024-12-07,Kathy diana Putman,US
293,we will see how quickly they get the…,we will see how quickly they get the products to me. Web site was easy to navigate.,4,2024-12-07,Bruce Ruderman,US
294,Easy Peasy!!!,"Researching properties and benefits and etc for different meds/drugs is super easy. Benefit Points add up. All-around good and reliable experience, not to forget cost savings over Costco, CVS, etc. 💕 Swanson!!!",5,2024-12-07,James Rockwell,US
295,Fast and easy.Great,Fast and easy.,5,2024-12-07,Patricia A Lyons,US
296,Excellent customer service,I have ordered from Swanson for many years. My orders are always filled and shipped promptly. Their products are of excellent quality and are reliable in potency.,5,2024-12-07,Guy Bryant,US
297,Happy customer for ten years plus,I have been using Swanson's vitamins for more than ten years. We moved to central TN from NJ in 2012 to discover that the vendor shops we used in NJ were not nearby. Swanson's was the perfect solution. They have a wide variety of products at great prices.,5,2024-12-06,Vincent Peck,US
298,Well thought out interface from start…,Well thought out interface from start to end and good product uniformity.,4,2024-12-07,John T Collins,US
299,Easy to find what I needed,Easy to find what I needed. Very easy chechout.,5,2024-12-07,Robin Baskette,US
300,You made this very easy!,You made this very easy!! Thank you,5,2024-12-07,Sheryl Tampow,US
301,Easy to use good job,Easy to use thank you,5,2024-12-06,Robert Gregory,US
302,Thee Best,"Ordered easily, Customer Service was wonderful, products arrived promptly & as expected. Thank you, I will continue to use Swanson as I have over 15 years!",5,2024-02-06,L Hanna,US
303,Ordering is simple,Ordering is simple,5,2024-12-06,Nancy Belmudez,US
304,"Overall, a very favorable transaction with a seller I trust.","Their website works well, and isn't ""quirky"" like some others. Their cart and ordering process was also simple to use. I appreciate getting an order number, confirmation email, and tracking information. I have purchased from them before with good results, and I considered other sellers with slightly lower prices, but didn't trust them. I trust these folks--they provide multiple means of contacting them if there is a problem (others often don't) but I haven't had a problem yet. I hope and expect that this transaction will be completed as successfully as my previous ones; time will tell.",5,2024-12-06,G Olemann,US
305,great deals and free shipping always a…,great deals and free shipping always a customer,5,2024-12-06,barbara major,US
306,Great Business,What a great company to work with.,5,2024-12-06,Joe Scherer,US
307,check code,It was ok but I did not get a discount for my promotion code.,4,2024-12-06,Carol Desrosiers,US
308,Always find what I need!,"Always find what I need at reasonable prices and, selectiins.",5,2024-12-06,alwaysdrita,US
309,Very easy …,"Very easy to find and order the product I wanted! No fuss, no muss!! Love it!",5,2024-12-06,MRS,US
310,It is so easy to order the vitamins and…,It is so easy to order the vitamins and supplements I need. Shipping is fast.,5,2024-12-06,Alex Halasz,US
311,Availability,"Availability, Good Quality and Efficacy.",5,2024-12-06,ken,US
312,The representatives are very helpful,The representative walked me through the process of linking payment card to the correct payment and billing addresses,5,2024-12-06,Charles Durham Jr,US
313,did not like not being sure of how to…,did not like not being sure of how to apply my ID ME discount,3,2024-12-06,Carlous Abner,US
314,Well playing a game on my cellphone…,Well playing a game on my cellphone there was an ad about Swanson's specials on vitamins and minerals. I had forgotten to order my minerals and vitamuns. It was a timely reminder and the prices were great.,5,2024-12-06,Elvira Perez Ayala,US
315,I like the texts that let me know of…,I like the texts that let me know of your specials and promotions. You make suppliment shopping easy.,5,2024-12-06,Lea Lazar,US
316,Totall easy to do,Totall easy,5,2024-12-06,Rosa Hempel,US
317,"uncomplicated checkout,and the best…","uncomplicated checkout,and the best price.",5,2024-12-06,kerry tuck,US
318,The system is working better today.,The system is working better today.,5,2024-12-06,ronda g,US
319,Rewards program is not working,"They offer rewards then don't apply them.
Nor do they explain why they didn't apply the
rewards.",3,2024-12-06,Megan Bogan,US
320,I am never disappointed in your…,I am never disappointed in your products my father was a doctor who used your products for his patients and for me as well.,5,2024-12-06,PENELOPE,US
321,Easy navigation,"Easy navigation , discount code given and great selections.",4,2024-12-06,Attila,US
322,I just placed an order,"I just placed an order, please update the discount to SAVE. Two items were buy one get one free.",4,2024-12-06,Valerie Brown-Bye,US
323,It took me almost 2 hours to place this…,It took me almost 2 hours to place this order.,2,2024-12-06,Harry Kirby,US
324,I appreciate the sizable discount,I appreciate the sizable discount. You had everything I wanted.,5,2024-12-06,Carol,US
325,It took several attempts to change my…,It took several attempts to change my address from Juniper Road to Juniper Circle. It kept bpuncing me into the payment screen. I'm now afraid I've been charged several times. A small correction in an address shouldn't be this hard. Bummer.,2,2024-12-06,Carrie Armstrong,US
326,Good products,"Good products, good prices. Ordering is a breeze.",5,2024-12-06,BJ,US
327,Found what I needed,Worked well. Found what I needed. Grateful for the discount code.,4,2024-12-06,Ryan,US
328,Always find what I need or want!,Always find what I need or want!! Prices are so good!,5,2024-12-06,Paul Smith,US
329,I get good results from your products and the prices are reasonable.,I have been shopping with Swanson for the past 20 years. I love there products and savings,5,2024-12-06,Doreene Reynolds,US
330,great vitamins,great vitamins! But need to have smaller Amout for free Delivery. Or need to have Codes for free Delivery for Regular clients as Me,4,2024-12-06,Tetyana Babenko,US
331,YOU ADVERTISED PROMOTIONS FOR BLACK…,YOU ADVERTISED PROMOTIONS FOR BLACK FRIDAY UP UNTIL MIDNIGHT TODAY. HA HA ! NO PROMOTIONS!,2,2024-12-05,Blake Donaldson,US
332,Great prices promotions,"Great prices promotions, wellness reward points, easy to shop and check out",5,2024-12-06,Denise A. Wright,US
333,I like Swanson Vitamins a lot,"I like Swanson Vitamins a lot. Good selection, good prices. Sometimes good discounts, like today. Earlier today I did look for Great Plains Bentonite and it said “out of stock”.
This visit, no problems.",4,2024-12-05,Nancy B,US
334,Desired items were available & on sale…,Desired items were available & on sale w/free shipping. A great combination for purchase of needed vits & supps.,5,2024-12-06,AmChuck,US
335,I didn't have any problems finding the…,I didn't have any problems finding the products I needed.,5,2024-10-05,Cathleen Lane,US
336,Great prices but watch the shipping charges...,Great prices on the products that I was looking for. I made sure to meet the minimum so that I would get free shipping and then there was an additional shipping and handling fee... I'm sure glad that I did a chat and asked!!! Because I was going to just empty the cart and forget the order. Your rep was great!!!,5,2024-12-05,Stephanie Boardley,US
337,Great pricing and timely deliveries,"As far as how you operate your business, ease of check out, timely delivery and reasonable pricing is great but I do have one thing that would be very helpful and very important to me if you could add to all your labels where these products and their ingredients originated from.",4,2024-12-05,Sandy Reece,US
338,Why I like to buy in Swanson,Wonderful products and easy to buy. Thanks for helping people like me.,5,2024-12-05,Nilda Rodriguez,US
339,Always easy to order.,Always easy to order.,5,2024-12-04,Evelyn W,US
340,i had previously ordered L-Arginine,i had previously ordered L-Arginine - had re-ordered it today & it was taken off my list with no explanation,3,2024-12-05,David Asel,US
341,MORE COMPLICATED - The site is more complicated than previously. It flipped me back to a previous page twice. Pls check that it didn't process duplicate orders or payments.,The site is more complicated than previously. It flipped me back to a prior page twice. Pls check that it didn't process duplicate orders or payments.,4,2024-12-05,Madeleine,US
342,Appreciate getting the help for the…,Appreciate getting the help for the order. Took me longer since there was so much info each screen after I'd made my choice.,3,2024-12-05,Roger,US
343,Your company has the easiest web site…,"Your company has the easiest web site to go through and couldn’t be more pleased!!! Stephanie Link, Seattle, Wa., a very happy customer !!!",5,2024-12-05,Stephanie Link,US
344,We get the products she needs at a nice…,We get the products she needs at a nice price as usual.,5,2024-12-05,Don Hessenflow,US
345,Been ordering from you for years,Been ordering from you for years. You are mostly very reasonably priced. Almost always have what I need. See you next month.,4,2024-12-05,Peggy Brown,US
346,Good prices,"Good prices, good products , easy shopping. I’ve been taking Swanson vitamin products for a good number of years and have always been very happy with products and service .",5,2024-12-05,STEVE,US
347,Sneaky trick,"Sneaky trick, s&h was free until I used my promo code",1,2024-12-05,Dan Delong,US
348,I find it more confusing and more…,"I find it more confusing and more difficult every time I order. I've been a many years' customer and have watched this happen year after year...more confusing tricks, more ways to confuse aging brains of your trusting customers. Partly, just the continual ways of incessantly changing the website or ordering process, also contributes to the ways of making ordering more confusing...seemingly to trick your customers on purpose.",2,2024-12-05,VeryLib,US
349,ORDER page is AWFUL !!!,"Your online ordering page is awful !! It jumps at least 3 times before I can input the next info. THEN, it flips to another product just as i click on the previous (correct) product. THEN, I have to go back and wait for it to stop jumping before I can finally ""enter.""",3,2024-12-05,jack herbert,US
350,Information about what I'm ordering,Being able to read about the information about what I'm ordering,5,2024-12-05,Faith Petersen,US
351,Easy to find what you want in any…,"Easy to find what you want in any category, or you can just use the product number to get exactly the same as last time.",5,2024-12-05,Donald Myers,US
352,Easy ordering process…my probiotic…,"Easy ordering process…my probiotic product always in stock…works better than other vendor products I’ve tried.

Delivery always quick…and I always choose the free shipping option.",5,2024-12-05,Ed L.,US
353,Easy finding my item,Easy finding my item. Easy ordering. Great price. Quality product.,5,2024-12-05,Patricia Lancaster,US
354,They stated that orders over 29 dollars…,They stated that orders over 29 dollars were suppose to be free shipping. But I didn't receive the free shipping.,3,2024-12-05,Brenda Clark,US
355,I checked use my rewards of $5.00 and…,I checked use my rewards of $5.00 and it never did.,2,2024-12-05,Donald Hall,US
356,GMO vitamins and loose lids,"Most of the vitamins I receive say GMO ingredients. That's bad. Despite what they replied in a previous review, you cannot filter or shop by pure ingredient vitamins only. The lids are not screwed on tight, which is ok if they are sealed but I ordered something liquid before and it leaked all over the box because the lids are never screwed on tight. I am sure they will reply this was a one off, but check your lids and you will see what I mean. I still use them because their prices are good and when there has been a problem, like leaked all over they box, they replaced it quickly.",3,2024-12-05,John,US
357,I have oredered from Swanson before and…,I have oredered from Swanson before and very satified with what I order and the convienceof accessibilty.,5,2024-12-05,Winfield Meadows,US
358,Your web site was pretty easy to use,"Your web site was pretty easy to use. My only confusion was the search button because the area for the question was filled in and I was looking for a black area to fill in. It was easy to go back and forth to check my cart and to continue shopping. I often find online shopping a horror, clichy, confusing and unsuccessful. You had what I was looking fo in stock and it was easy to see the shipping chanrges too. Good job! from one who usually a difficult grumpy shopper...;-D",5,2024-12-05,Toni Vandegrift,US
359,What I wanted at a competitive price.,What I wanted at a competitive price.,5,2024-12-05,Kermit,US
360,Problems with the website,The website did not work well when I was trying to enter my payment information.,4,2024-12-05,Elizabeth Pike,US
361,It was easy to find the supplement that…,It was easy to find the supplement that I was looking for. Though it was difficult to put a friend's credit card with this order. He is paying for my supplement.,4,2024-12-05,Laurel Cline,US
362,I forgot the full name of a subs,"I forgot the full name of a substance. When I put in the first two letters the name magically appeared.
Checkout was fast and painless.
Thank you!",5,2024-12-05,Anne I Harris,US
363,It was so easy finding everything I was…,It was so easy finding everything I was interested in and check out was a breeze,5,2024-12-04,Regina Rhyneer,US
364,Great variety of quality products,"Great variety of quality products, the company does a very professional job at getting items to me really quickly. I have been using Swanson Vitamins for years and I honestly think they're getting even better at getting products to me not only quickly but also packed very well.
Thank you Swanson for caring about your customers with excellent customer service!",5,2024-11-25,Alice Ricci,US
365,Deals and Options,"I like the variety of options for supplements, along with detailed and informative descriptions of the product and its purpose.",5,2024-12-04,MegaByrds,US
366,waived the shipping fee,waived the shipping fee. best 200.00 i ever spent.,5,2024-12-04,alllen,US
367,I know my favorites will always be…,I know my favorites will always be available at a reasonable price.,5,2024-12-03,Rich,US
368,Tried place an order a day ago could…,"Tried place an order a day ago could finish for one reason or another.
Tried placing the same order today could only get half of the order",4,2024-12-04,Elise Galloway,US
369,the flyer your company sent me offered…30 % off,the flyer your company sent me offered a 30 % Discount. My order came to $68. and after applying the discount code it came to less than 30 %. If you don't mean to deliver it than don't offer it.,3,2024-12-04,Joe Gallelli,US
