No.,Review Title,Review Text,Star Rating,Date,Author,Location
103,Stole my money.,"Bad customer service, they claim to send my items, but when i checked with DHL tracking #. It shows its still in trans it for weeks now. It never got delivered. And they don't want to refund me even though i don;t want their products anymore. Horrible service tbh. Like how are you going to hold someones money if they dont want your product because we never got it? lol. Customers always comes first",1,2024-05-09,Miguel Sanchez,US
104,I returned my purchase and still have…,"I returned my purchase and still have not received a refund. I purchased through Wandela Diaries.
What rip off. Customer service is terrible. Only email with no response. WTH Don’t purchase, I’m out $85.00. Lesson learned. Contacting the BBB.",1,2022-12-01,Cindy Gregory,US
105,I Absolutely love the pinks and…,I Absolutely love the pinks and collagen protein. Burn did not work for me but I blame it on my coffee drinking. I drink a lot haha,5,2022-01-06,Lisa Richards,US
106,I would even give one star,"I would even give one star, I took 2x a day for a month and didn't loose an ounce. The 30 day money back guarentee is completely bogus I tried and the system wouldn't even let me process the return.",1,2024-06-18,Teresa Bennett,US
107,Do NOT buy from them!,"I ordered multiple items from the business. When it was said that it was delivered, I received 1 out of the 4 items I had purchased. I contacted customer service and I got one response. That was over a month ago. Since then I have been trying to reach out to the company. I reported them for false advertising and for their bogus money back guarantee and for the money that I have repeatedly asked for back.",1,2024-03-01,Tiffany Speelman,US
108,DO NOT BUY FROM OBVI,"I ordered from Obvi and after I ordered I received an email it would be at least a week before they even shipped the item. After a couple days I decided I no longer wanted the item. I emailed the company to ask them to cancel my order and no one responded. I figured, ok I’ll just send them back (since the website says money back guarantee) once I get them. Well no they charge a “restocking fee.” I did get 75% of my money back but the lady I was emailing over the issue has POOR customer service skills. She kept calling this issue “confusion” over the restocking fee. When in fact had someone canceled my order when I asked none of this would have happened. I DO NOT recommend purchasing from OBVI.",1,2024-05-23,Casey Rule,US
109,I bought 3 different products- the burn…,"I bought 3 different products- the burn pills, the collagen powder and the lust pills. I've been using it over a month and have seen no change. No energy, no weight loss and no mood improvement. I'm convinced half these great reviews are fake or people having the placebo effect. Completely wasted my money",1,2023-03-07,Jen,US
110,Horrible products and service,Order several of their products. Started taking them and the next morning my face was swollen. Contacted customer service and they would not give refund. They do not honor 30 day guarantee.,1,2023-01-28,Rachel,US
111,Won’t respond to messages or emails,Won’t respond to messages or emails. Deleted comments. My order says shipped but it been two weeks and nothing. No tracking updates. Nothing from the buyer. Horrible,1,2024-04-19,K Yalcin,US
112,Haven't really noticed a change yet,Haven't really noticed a change yet. I get horrible heartburn after I take them. Going to try a bit longer to see if I can tell a difference,3,2022-01-07,Kelli m,US
113,Received product Feb 15th and emailed…,"Received product Feb 15th and emailed about a refund on the 19th after days of heartburn. The first day I had spoke with someone- it is now March 3rd and have been ghosted. This place is a joke! Don’t waste your money. Plenty of other businesses who will actually honor their return policy and not screw you around!
PI$$ poor business and I hope people see these negative reviews and they plummet. I’ll be sure to leave more in other areas!",1,2024-02-19,Amelia Hernandez,US
114,I would give 0 Stars but can't,I would give 0 Stars but can't. How is a business not have a phone number??? Placed a order may 22 here we are June 21st still no sign of delivery. All you can do is email with no response or if they do they lie. And I've asked for a refund with 0 response FIND A DIFFERENT COMPANY!!!,1,2024-05-22,Cassandra Martinez,US
115,I placed an order for Obvi Burn,"I placed an order for Obvi Burn, before I places my order I received an offer to get another bottle for a discount. So I jumped on it. The tracking shows it was delivered to a PO box in O Fallon, IL ready for pickup. I do not live near there, I've sent 2 emails informing them and have not recd a response.",1,2022-01-04,Abbott Lisa,US
116,I am highly upset with this company,"I am highly upset with this company. I tried the product, took the entire bottle. I did not loose a pound, or had any benefits. Yes, I work out and eat right. Also I contacted them about the 90 day money back guarantee I was ignored. Then I am a part of their FB group and I answered someone’s questions and they deleted me because I simply said I lost no weight. They actually said I was being rude. So to me Obvi is horrible and they could care less about you unless you lie or actually loose the weight. They do not offer a money back guarantee either.",1,2023-12-07,Mallorie Oswald,US
117,I HAVE BEEN A LONG TIME CUSTOMER WITH…,"I HAVE BEEN A LONG TIME CUSTOMER WITH OBVI AND I DO LOVE THE PRODUCTS, HOWEVER I RECENTLY ORDERED PRODUCT ON MAY 10TH 2023 AND TODAY IS JUNE 10TH 2023 ... I STILL HAVE NOT RECEIVED MY ORDER OF THE STRAWBERRY CHOCOLATE THEY BROUGHT BACK AS A SPECIAL AND I ORDERED 3 OF THEM SPENT 97.00 DOLLARS FOR THEM.. I HAVE SENT NUMEROUS EMAILS TO THEM THROUGH THEIR SITE UNDER MY ACCOUNT WITH THEM AND I HAVE RECEIVED NO RETURN EMAIL FROM THEM NO CONTACT FROM THEM, EMAIL IS THE ONLY WAY TO CONTACT THEM, THEY HAVE NO PHONE NUMBER ... I DON'T KNOW WHY OR WHAT THE H IS GOING ON WITH OBVI, THERE ADDS ARE ALL OVER FACEBOOK ALL THE TIME, THEY SEND ME TEXT MESSAGES ALL THE TIME SELLING THERE PRODUCTS.. DOES ANYONE KNOW WHAT IS GOING ON WITH THIS COMPANY!!!!!!!!!!",1,2023-06-10,Diane Crumbley,US
118,I was very excited to try the Obvi…,I was very excited to try the Obvi products however the website said shipping would be 3-5 days. I never received my orders and until I disputed the charges with PayPal I wasn’t getting anywhere with the company. At one point I was told they were out of stock on one item and I should choose something else and that they went ahead and shipped my other order. But when I checked the tracking number the shipping company had no record of it. I was very disappointed as I was really looking forward to trying it! They may want to change the shipping time to 3-5 weeks rather than the 3-5 days promised. Poor customer service as when you email you get an automated email back saying someone will email within 24-48 hours and it took a second email 4 days later to get an actual reply. It makes me think the wonderful reviews may be fake…,1,2022-08-14,Kittee,US
119,What can I say that everyone else…,"What can I say that everyone else hasn't. There really fun, overall gr8 tasting if you love shakes. Products that work! A bit pricey tho.",5,2023-03-01,pinkie pie,US
120,Cindy,"I’ve been taking burn and guilt for several months no change in weight but it does curb my snacking. Would like to loose a few pounds
But that hasn’t happened. Do I need to add something else",3,2022-01-07,Cynthia Laughlin,US
121,This is a horrible company,"This is a horrible company. First off, they do not mention fish or beef products in this product. I am allergic to both and have been trying since November 23, to return the product. No one but a robotic reply starting,
"" We only take 2 products back due to fraud"";however, the website says 90 day guarantee. I submitted the for for the return and no one approved or even sent me a return address. I refuse to use a product that I have an allergy too and at this point, I wasted money. Not good business ethic or service. I have been fighting so long, I am going to be out of time with my 90 days. I have never felt so defensive from something that was not mentioned and because I have an allergy.",1,2024-01-04,Darnell Vithanage,US
122,I started taking Obvi two weeks ago and…,I started taking Obvi two weeks ago and I have gained weight since I been taking them and I haven’t even been eating a lot.,1,2024-08-06,Erykah West,US
123,This company is a scam,"This company is a scam. I never opened the product and I asked for a refund and was told they would charge me a restocking fee, which means that they are reselling it to other people even if it's opened up. Which is just nasty. I wouldn't recommend this company to anyone. They are selling reused products and that's dangerous.",1,2023-03-22,Samaya Torres,US
124,Just been taking for a few days,Just been taking for a few days - working up to the full dosage - no side bad side effects,5,2022-01-06,customer,US
125,Received promptly,Received promptly. I really like the peanut butter cup powder in my cold coffee in the mornings.,4,2022-01-05,lj,US
126,I wish I could give 0 stars,"I wish I could give 0 stars. The customer service is HORRIBLE. I ordered my products the beginning of May and STILL have not received them (June 2 2023). I have reached out several time and have had no luck. I called the 877 number, it rang 2 times and then disconnected. This is the worst customer service I have ever seen. I can't even get a refund. DO NOT order from them!",1,2023-05-16,Michelle Wolfensperger,US
127,Customer service is awful,Customer service is awful. No one gets back in touch with you. It’s like sending messages to no one. Absolutely terrible.,1,2024-06-11,Lori Brown,US
128,This was the most disgusting product…,"This was the most disgusting product ever. I got sick from this from one use. And when I tried to contact them they gave me the run around and a hard time. Than when I finally git a refund it wasn't the full price plus they told me I had to pay a restocking fee even thought it was used so gross that they resale it after people touched it no wonder why I got sick . And a shipping fee when I paid for shipping. So crazy don't order form them , worse customer service I went through ever. And so gross to find out they resale the product after used they just reseal it ewwwww",1,2023-02-23,Nena,US
129,Great Product,The superfoods immunity is fantastic. I am so glad I was introduced to this product.,4,2022-01-05,Shelley Smith,US
130,Wonderful product,Wonderful product. I feel good and don't have the cramps like I did with detox supplements.,5,2022-01-03,Alyssa Vaughn,US
131,Service was good but the free bottle I…,Service was good but the free bottle I received leaks around the spout even if I hold it closed when I shake it,3,2022-01-05,Lori Molihan,US
132,I have no complaints,I have no complaints! I've been extremely pleased with everything I've tried so far from OBVI! I would very highly recommend!,5,2022-01-03,Brandy Boles,US
133,Love it I ordered 3 bottles of burn I…,Love it I ordered 3 bottles of burn I have more energy then I have had in years I have lost 5 pounds in a week!,5,2022-01-04,Lori Connerty,US
134,SCAM SCAM SCAM SCAM,"SCAM SCAM SCAM SCAM

DO NOT ORDER- NOTHING COMES AND TRACKING SAYS ‘Makes a quick stop’ then DOESN’T LOAD",1,2024-10-01,Lyndsay Bennett,AU
135,I'm glad I tried Obvi,I'm glad I tried Obvi. I have more energy and I believe after almost one month my hair is growing.,5,2022-01-04,Karen,US
136,Did Not Receive Entire Order,"I have written you and you are not responding. I ordered two items and only received one in my shipment. I am going to return it as soon as possible for a full refund, as I have written to you and have not heard back. I'm sorry, I just don't understand.",1,2022-01-11,Joyce D,US
137,I recently tried the blue raspberry…,"I recently tried the blue raspberry collagenic BURN. It is terrible! It is entirely too sweet. I have cut it into half a scoop, I have put more water in it. I tried it with sparkling water. Nothing helps! It is terrible!",1,2022-08-16,Beverley,US
138,Love this stuff,As usual the collagen is amazing. I put it my shake every day. The flavors are the best.,5,2022-01-04,customer,US
139,Love your products,Love your products - waiting impatiently for a shipment now!!!!,5,2022-01-06,Crystal Thompson,US
140,Can't used with coffee,Well I just want to know why it gets green when I put it on my coffee I have used in my shakes. Is not tasty as I hope.,4,2024-06-11,DemonSlayer \m/,US
141,Love everything about Ovi,"Love everything about Obvi. From the products, the ease of ordering and the amazing team support.",5,2022-01-09,Jana Lunsford,US
142,Unprofessional and Unresponsive: Owed $900+ in Affiliate Commission!,"Despite multiple attempts to resolve an outstanding affiliate commission of over $900, my concerns have been met with unresponsiveness, dismissiveness, and a lack of professionalism. After multiple contact attempts now I've not received a single response after the initial few emails.

I reached out to these guys when they tried making a payment to my old PayPal account, however I was informed they couldn't find my account (strange since they tried to pay me and I had received payments in the past....)

They then proceeded to tell me that they had moved affiliate programs and the old one was no longer valid to use. There was 0 indication that we needed to sign up to a new program. No worries, I thought, just transfer my outstanding balance to the new program.

I then sent them 4 emails with the above query and was met with a negative response about how they would not honor the outstanding balance. I was then told in that same email:

""In order to receive the payout for $900, please show us your social media platforms and where you are promoting your code.""

We never promoted a ""code"". Their affiliate program had links that you would use and that's where all of our sales had come from (over $10,000 in sales within 30 days). This shows they didn't even know how their own store works.

Regardless. I sent them the pages where we had been promoting their products and after 12 months now, multiple emails sent, there has been 0 resolution.

Stay away.",1,2022-09-29,Michael Pedrotti,PH
143,Artificial sweeteners = BITTER AFTERTASTE,"Based on the absolutely glowing reviews, I decided to try a couple of flavors. I bought fruity cereal and chocolate cereal. I do drink things like Orgain and Premier Protein, so I thought (again, based on the insanely positive reviews) that these would be similar.
Both flavors were downright HORRIBLE. Sickly sweet at first, quickly followed by an intensely bitter aftertaste that is not washed away, even by drinking copious amounts of water. I had to brush my teeth to keep from clawing at my tongue to get rid of that nasty, lingering bitterness. I had a friend try the fruity cereal and she complained of the same problem. It didn't matter if these were mixed with cold water, unsweetened or sweetened almond milk. The problem is the fake sugar used. If you're used to eating a lot of artificial sweetener, this will be right up your alley. But if you're used to natural sweeteners, this will be intensely bitter.

They claim a money back guarantee, but it certainly isn't easy to find on the website. Once I figured it out, I saw they charge customers for return shipping AND a 20% restocking fee. Let me ask you, do you think an opened product will be restocked? Yeah, gross.
I chucked them in the trash and just considered this an expensive lesson. I have warned others to steer clear of this stuff. Not only is it gross, but all that artificial garbage can't be good for a person.",1,2022-07-11,Mary Kaufman,US
144,Great product helps me with my energy…,Great product helps me with my energy and curbing my appetite,5,2022-01-06,April,US
145,Got order in timely fashion,"Got order in timely fashion. Haven't had long to try it yet, but the day I took it, seemed to have more energy!",5,2022-01-06,amy stover,US
146,Waste of money (only allowed 2 returns),"Don’t waste your money because honestly the products don’t work!! I’m going to be out my money bc I started out ordering a 90 day supply of the collagen ice burn, which they consider 3 different items cuz they come in 30 day supply per bottle. That was almost $90 then adding these 2 other items that were supposed to be a good deal each being about $27 (superfood pinks and detox). That’s 5 items plus the “free” 30 day supply of burn. That’s 6 items according to them. I have tried all of these products and they don’t work. I contacted them to send back all of this stuff and get my money back bc this is false advertisement. Apparently they only allow you to send back TWO items due to fraud. The only fraud is this company though. If they allowed people to send back the items because they don’t work they wouldn’t make any profit. So according to them they limit you to 2 returns. If you’re really considering this product or company, I HIGHLY suggest getting them to email you something stating you can return ALL the items for a FULL refund if it doesn’t work. You need physical proof!!
I won’t ever waste my money with this company or any of their products again.",1,2022-05-28,Desiree McCorkle Jones,US
147,Their customer service is horrible,Their customer service is horrible. I had 4 containers that were opened and they said I could only return two items. So I lose out on the other two? How does that make sense.,1,2023-01-27,Ally,US
148,High Quality Product and very good…,High Quality Product and very good customer support,5,2023-09-20,Mark Rikh,US
149,I had terrible heartburn even with…,"I had terrible heartburn even with taking it with food. I could only take one capsule a day, my heart would race.",2,2022-01-11,Lynn Cornine,US
150,As a stay at home mom I am the last…,As a stay at home mom I am the last person I take care of. Obvi has helped me feel great again in my own body!!!,5,2022-06-24,Amanda,US
151,I am in love with this product,I am in love with this product. I am 52 years old and have tried more products that you can imagine. I have so much energy and in 6 weeks I have lost 18.2 pounds.,5,2022-01-03,Lisa Jascoviez,US
152,SCAM!!,"SCAM!!! Take your money dont send product, then dont reply to emails",1,2024-11-02,Tabita Kennedy,CA
153,Received products on time and the…,Received products on time and the flavor is fabulous. Makes me feel good daily. If I miss a day I can tell.,5,2022-01-05,Bobbie,US
154,Absolutely has been life changing for…,Absolutely has been life changing for me!!!,5,2022-01-07,Shannon,US
155,Waste of Money I purchased this product believing it…,"I purchased this product believing it would work unfortunately it doesn't I've only been using for 8 days I've experienced bloating ,breakouts & cramping I also needed a script of antibiotics for the breakouts. I've contacted customer service I still have not received a refund given its within the 30 day money back guarantee.",1,2024-01-02,Rebecca Lee Anderson,AU
156,HORRIBLE CUST SERVICE RIPPED ME OFF AND CALIF PROP 65 WARNING LEAD EXPOSURE WITH BURN CAPS,Most horrible service ever! Very RUDE SCAMMED I ordered one item and glad that's all I ordered of course it came with a calif prop 65 meaning I could be exposed to lead! I tried the burn caps for 2 days and nothing so I wanted to return under there 30 day money back mind you they charge a 20 % restock fee which is silly I sure hope they do not plan to restock an open product or sell it to someone else. Well I reached out to them via email- no response then reached out to them on there chat on facebook - no response other then they m blocking me from commenting or contacting them! Let me say that is not customer service period! They obviously do not stand behind these product's at all. Seems like they take your money esp if you don't like the products. Advertising a 30 money back and not abiding by it is fraud and blocking people from reaching out to resolve an issue it tells me they are scamming people out of there hard earned money. Who know how many other are out there in the same boat since the block and remove anything negative about the products or customer service. Instead of helping fix the issue and abiding by their 30 day money back Just beware so happy I did not spend $ 200 like I was planning to do I would be out more money. Right now I'm out $39.99 the products are filled with artificial colors and flavors and the burn caps have titanium dioxide that's not good look it up I don't think I will get my money back at all so beware before you buy! PS some of the fake reviews they have posted are the guys who own the business look it up!!,1,2022-07-27,shirley c,US
157,love love love the obvi products,love love love the obvi products! I tell people they're called obvi because OBVIously they work! 😂 And they REALLY DO!,5,2022-01-05,Kristy Pacetti,US
158,Upset,I have not received my stuff yet and they said that it was delivered to me. But was not. The post office said that it wasn't there. And they didn't ever remember seeing it come it. All I want is the pills is can start them see if they help me.,1,2023-06-13,Barbara Dugan,US
159,The product didn’t work for me.,"The product didn’t work for me. When I tried to make a return, I never got a response. I’ve tried to cancel my account and again no response. I just keep getting charged. Not a happy customer.",1,2022-01-10,Deanna Ashcraft,US
160,Love obvi,Love obvi. Has helped me stay on track and then get back on track again after the holidays. Worth every penny,5,2022-01-06,Jasmine,US
161,I have had very good success with OBVI…,I have had very good success with OBVI and I am pleased with my progress.,5,2022-01-11,Judy Reed,US
162,I love everything there is about the…,I love everything there is about the Obvi products.The taste is great. I’ve lost weight and have more energy. It’s doing it’s job.,5,2022-01-06,Sylvia Pendarvis,US
163,You can get the same capsules at walmart but double for $20.00,"I gave them one star only to write this review. I don't even give them one star. This company sucks.
So I ordered these capsules 60 of them for $40.00. Within 5 minutes after I ordered them I canceled it. Because I found out that I could get the same thing at walmart but double the capsules 120 for $20.00 that's $10.00 less than the on line company sells them for. So I sent an email to the online company. Told them I wanted to cancel the order. I was sent 3 days later an email saying that the order was already placed and they would not be able to cancel the order. But they could credit me $5.00. That did not happen. I got them in the mail today. It's a joke. Obvi elite is the same thing that I bought at walmart. This online company is a rip off. They don't even have a phone number to call this at.",1,2024-04-25,Becky Mireles,US
164,I got my products right on time,"I got my products right on time, the only bad thing is my backpack strap broke the second day. I love the products.",5,2022-01-05,Sally Goertzen,US
165,Got product in a good timely manner,Got product in a good timely manner. Started on 1-1-2022. We will see how it all works!,5,2022-01-05,Brgill,US
166,I got my order,I got my order. I just started taking them. Thank you!,5,2022-01-06,Daline Mackley,US
167,Goods come quickly and have access via…,Goods come quickly and have access via different applications,5,2022-01-07,Donna Stevenson,US
168,I like the product,I like the product but they are a bit sweet for me. The flavors are good and I like the Burn product. So glad I tried Obvi.,4,2022-01-14,Starting Over,US
169,Works great,Works great ! I’ve lost 20 lbs and my energy has increased a lot !,5,2022-01-05,Barbara Papp,US
170,A great way to keep on the path toward…,A great way to keep on the path toward weight loss and good health.,5,2022-01-06,Dear Customer,US
171,Collogen burn,I like the boost collagen burn gives me!,5,2022-01-04,Stella Graves,US
172,Did not receive all of my product,Did not receive all of my product. I have called and sent a message with no follow up.,2,2022-01-05,Sd,US
173,Why are all these reviews on the same…,Why are all these reviews on the same dates????,1,2024-11-08,kirsty walker,AU
174,Pills didn't work,Pills didn't work! Very disappointing. Please take me off your email notifications..,1,2022-01-07,Lynn Carpenter,US
175,I have enough for a while,"I have enough for a while, please don’t bug me that only turns me off.",4,2022-02-09,Royce Kent,US
176,Not an honest company,"I had placed an order in February of 22 and it was an absolute mess. I waited 2 weeks for my order it never arrived so I checked and it hadn’t even shipped. I reached out to them and several of the items I had ordered were out of stock and they weren’t sure why I was able to purchase them because they hadn’t been in stock for a while. So they canceled those items and shipped my order. I decided I would wait a while until I made a purchase again and gave other brands a try. In July of 22 I made another purchase a rather large one. And though I got everything on my order it took well over 2 weeks for it to ship. At that point I decided I wasn’t going to purchase from Obvi for a while until they could figure out their order fulfillment process. Because clearly it was a hot mess and only getting worse. Fast forward a year later and I see several people raving on social media about how their shipping is quick and products are amazing (which they have always had great product) so I decided I would give them one more chance. And lo and behold the same crap show once more. I placed my order after 2 weeks of no product, and the fact that I paid for VIP processing so it would ship in less than 2 days. I went to my order to get the tracking number cause I figured oh it’s problem just USPS being slow. Nope my order still hadn’t shipped, here we go again. So I reached out and the next morning I got an email back. But it was the same song and some of the products I ordered were out of stock there for they couldn’t fill my order. Why as a consumer do I need to track this company down and make them do their job??? As a small business owner myself, it’s not hard to reach out to your customer and let them know that some of the items they ordered were out of stock and issue a refund. The customer shouldn’t have to ask for their money back. But that wasn’t even the worst of it, multiple emails and 2 refund initiations to get my money owned back. Then I get told that the reward credit that I had used would NOT be returned to me because once it’s used it’s gone. If it was only a couple dollars ok, but we’re talking almost $70 in credit here. That was the final straw for me. I will not support a business that is dishonest. But I will make sure I share my experience everywhere, and yes I have the receipts to back it up as well.",1,2023-07-26,Diana,US
177,I love obvi,"I love obvi. The taste, how it makes me feel. And I'm losing weight",5,2022-01-05,Anita Johnson,US
178,I paid for the collegenic burn and I…,I paid for the collegenic burn and I never recieved it.,1,2022-01-09,Carolyn Vandervort,US
179,Awful Experience,"My experience with Obvi's detox product has been nothing short of a nightmare, leaving both myself and my clients feeling ill and regretful. To make matters worse, the company's limited return policy, despite boasting a 30-day money-back guarantee, and their restocking fee have only added insult to injury.

First and foremost, the detox product from Obvi failed to deliver the promised results. Instead of feeling revitalized and rejuvenated, both I and my clients experienced adverse effects, including nausea, digestive discomfort, and fatigue. This is highly concerning, as a health-oriented product should prioritize the well-being of its users rather than causing harm.

When attempting to return the unsatisfactory product, Obvi's restrictive return policy came into play. Despite their apparent 30-day money-back guarantee, they placed an arbitrary limit of just two items for returns. This limitation is unreasonable and fails to provide the necessary flexibility for customers who may have purchased multiple items in good faith. It's a clear contradiction to their own advertised guarantee, leaving customers frustrated and dissatisfied.

Adding insult to injury, Obvi imposes a restocking fee on returns. Charging customers for returning a product that made them feel ill is not only unjustifiable but also shows a lack of empathy and concern for their customers' well-being. A restocking fee should only be applied in cases where the returned items are damaged or significantly devalued, not as a means to discourage customers from seeking a refund for a faulty product.

In conclusion, Obvi's detox product has not only failed to live up to its claims but has also caused discomfort and illness among its users. The company's limited return policy and restocking fee further exacerbate the issue, leaving dissatisfied customers with little recourse. I strongly advise potential customers to reconsider purchasing from Obvi, as their approach to customer satisfaction and product quality is sorely lacking.",1,2023-07-12,Carlos Paulo,US
180,The taste of the blue raspberry is…,The taste of the blue raspberry is disgusting!! Please save ur money.,1,2022-08-20,Leanna Harding,US
181,The product obvi burn does not give me…,The product obvi burn does not give me any energy at all.,2,2022-01-04,Amanda Adams,US
182,I love the products,I love the products. I wish it would get to me quicker.,4,2022-01-03,Cheryl Crumpton,US
183,Just started to take them today.hope they work!!,Just started to take them today.,5,2022-01-04,Reckie,US
184,Obvi has changed my life,Obvi has changed my life. I feel the best I have in years,5,2022-01-13,Missy Scott,US
185,Great customer service,Great customer service. Fast shipping.,5,2022-01-04,Michelle,US
186,I am so glad I found Obvi,I am so glad I found Obvi! Game changer in life!,5,2022-01-04,K Gold,US
187,Doesn't work,Doesn't work. Don't waste your money.,1,2024-06-04,Katelyn Doremus,US
188,Great product,Great product! Love it!,5,2022-01-05,Janet Shultz,US
189,"Hello,","Hello,
I’ve reached out and tried to get ahold of someone because I put the wrong house number address on my order. I’ve called like 20 times for about a week and no one has called me back. I did email as well and some one emailed me back and said they would reship the order but haven’t heard anything else in a few days. I spent 120 dollars and would like to hear from someone about what’s going on with my order. Dhl shipped the packages back to the Obvi facility. I would still like my order and would like to know what’s going on with it.",3,2022-01-03,Tabatha Connelly,US
190,Just got them..,"Just got them... Worried about Caffeine. But Still giving them a try.
Thank you
Jill",4,2022-01-03,Jill Macchione,US
191,This product is amazing,"This product is amazing. No jitters, way more energy and the protein shake taste amazing. Way better than arbonne",5,2022-01-02,Melissa Martinez,US
192,I love Obvi's shake mixes,"I love Obvi's shake mixes! When I first ordered ,it did take a little while to receive my items. However this last order came alot faster. Also, wasn't expecting 2 free gifts either.. thanks",5,2022-01-02,Lisa sparks,US
193,Great taste!,Great taste - loving the flavors I’ve tried so far! Keep up the good work‼️,5,2022-01-02,Sherri Pforr,US
194,Love the energy,Love the energy. Hair and nails growing. My skin looks amazing!!!,4,2022-01-02,Kathrine Logan,US
195,Taste is great,"Taste is great
Mixes well",5,2022-01-02,Lisa Alston,US
196,Peppermint Mocha is the bomb!,Fast delivery of item! The Peppermint Mocha is to die for! Love it in my Iced coffee! Will definitely be ordering more and will try other flavors!,5,2022-01-02,Stacey Parsons,US
197,My 1st time using OBVI & I absolutely ♡…,My 1st time using OBVI & I absolutely ♡ it! Would highly recommend their products :),5,2022-01-02,Amanda,US
198,Obvi has helped me to stay on track…,Obvi has helped me to stay on track with the beautiful bonus of stronger nails!,5,2022-01-02,Anne Huntoon,US
199,Obvi unicorn Milk and Chocolate Cupcake…,Obvi unicorn Milk and Chocolate Cupcake Milk have the best taste of any shake I have ever had. The shakes are not gritty and mix very easily. I prefer Almond milk or 2% milk over water. I love that mixing in a blender is an option and not a necessity. All the products so far I love. Including apple cider vinegar chews.,5,2022-01-02,Juanita Westphal,US
200,Burn sleep hello and goodbye ❤️❤️❤️❤️❤️❤️,"Well I ordered the Burn and the sleep on December 3 2021 I love it. Then I ordered Hello and Goodby along with the burn a week and a half ago. I love it even more😍 I haven’t noticed weight loss but inches I guess my jeans fit better.That’s a plus. Also it is helping with my hot flashes and my mood. My nails are better than ever. Thank you Obvi fam for answering all my questions and giving great advice. I must say that Obvi has us womens backs. The support , the advice, the funny comments all of our journeys are never judged.I can’t express enough how much I appreciate the team and all of the women in the Obvi group ❤️❤️❤️❤️",5,2022-01-02,Susan Tucker,US
201,Customer service needs improvement,"When you call you can never get ahold
Of anybody. On my last order it arrived opened and missing items. I am still trying to get my items replaced.",2,2022-01-02,Susan Payan,US
202,2 out of 3 ain’t bad !,"I got 3 products, 2 Guilt & Burn rock my world, the sleep one not so much. 2 out of 3 ain’t bad !!!
I have gotten more done and have felt better than I have in a long time 🥰",4,2022-01-02,Lorinda Harless,US
203,Obvi is amazing,Obvi is amazing! I lost 30 lbs using half the recommended dose of collagen fat burner.,5,2022-01-02,Claudine,US
204,I’ve been using Obvi for months,I’ve been using Obvi for months. I really prefer their supplements over their protein powders. I have noticed positive changes in my body and lost a few pounds.,5,2022-01-02,Carolyn Henslee,US
205,I've only been taking them for two…,I've only been taking them for two weeks and I don't see no change so I'll probably won't order them again and their hard for me to swallow so I been breaking them open to put in my coffee and the pepper is alil to much but I told myself I'd give it try. I would like to try the powder it would probably work better but who knows,2,2022-01-02,Marita Weger,US
206,Feel no increased energy or decreased…,Feel no increased energy or decreased appetite with this product.,1,2022-01-01,Tamara Leopold,US
207,I LIKE THE ORDERS CAUSE IM KEPT…,"I LIKE THE ORDERS CAUSE IM KEPT INFORMED OF MY ORDER, I love OBVI.",5,2022-01-01,Melani Hill,US
208,Love it,"I have been using Obvi products for 2 years now. I love everything I have tried so far. Collagen protein powder, burn, and superfoods are some of my favorites. I also lover the collagen water blue slushy tastes great.",5,2022-01-01,Andrea Warth,US
209,Truly not sure what the products are…,Truly not sure what the products are supposed to do. I still feel bloated out of energy.,2,2022-01-01,Tabitha,US
210,Get Yours Today,I was skeptical but decided to give it a try. I am a consumer for life. Highly recommend the collagen burn!,5,2022-01-01,Patricia,US
211,Love your product,Love your products,5,2022-01-01,Joanna Logan,US
212,You guys did a great job you got back…,You guys did a great job you got back to me right away and help me with my product and I love you stuff and your staff is great 👍,5,2022-01-01,Mary Mulay Mary Mulay,US
213,I absolutely love obvi their products…,I absolutely love obvi their products are amazing!,5,2022-01-01,Trisha arcuragi,US
214,Obvi has changed my everyday life,"Obvi has changed my everyday life! My moods and energy has improved so much my family notices. I will never be without my Obvi Hello/Goodbye, Burn, Super Collagen, the list goes on.",5,2021-12-31,Jen,US
215,The first product I bought and tried…,"The first product I bought and tried was the Burn, I AM IN LOVE. Burn works. I take two in the morning around 6am I take two more around 12pm, it gives me sustained energy and controls my appetite. I also have noticed a change in my nails and air. I am definitely going to be trying other products.",5,2021-12-31,Keron J,US
216,I absolutely love your stuff,"I absolutely love your stuff! My hair looks amazing, my skin is starting to glow and I feel so much better than I have in a long time! Thank you for making this easy!",5,2021-12-31,Shalene Stevens,US
217,Variety makes it fun,The variety of collagen flavors creates the fun in making recipes and drinks. Something so simple but so good for you,5,2021-12-31,Cheryl Barnes,US
218,I love Obvi,I love Obvi! The products taste amazing and actually work! My hair has grown fast and looks b better! The products have helped me lose weight! I started the products in early November of 2021 and will keep using them. By far the best!,5,2021-12-31,Britney Bullard,US
219,I love OBVI!,"I love OBVI! My favorite is the collagen burn. It gives me that extra energy and no jittery feelings. As a respiratory therapist running the floor these days you need your energy. It has helped lose and keep off 10lbs. The detox and guilt and apple cider gummies are always on my order list! My skin and my hair and nails are so much better looking. Thank you Obvi! I have a new order waiting on now. Starting the new year off on my best foot!
Tracy",5,2021-12-31,Tracy Culley,US
220,Great customer service,"I made an order that was wrong when I received it , I emailed customer service got a response the next day with instructions on how to report the mistake and it was taken care of right away. I'm very happy with the products speed of shipping and the free gifts are awesome .",5,2021-12-31,Lorri Hay,US
